id,paper_status,paper_type,paper_open_access,paper_coded_by,authors,year,title,journal,doi,open_access_url,country,population,age_mean,age_sd,gender_f_pct,sample_size_total,sample_size_treatment,sample_size_control,study_design,study_randomization,study_preregistered,study_preregistration_link,study_data_available,intervention_category,intervention_name,intervention_description,control_condition,delivery_format,duration_weeks,outcome_measure,effect_size_type,effect_size,ci_lower,ci_upper,p_value,follow_up_weeks,direction,key_finding,risk_of_bias,notes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
