id,authors,year,title,journal,doi,country,population,age_mean,sample_size_total,sample_size_treatment,sample_size_control,study_design,intervention_category,intervention_name,intervention_description,control_condition,delivery_format,duration_weeks,outcome_measure,effect_size_type,effect_size,ci_lower,ci_upper,p_value,follow_up_weeks,direction,key_finding,risk_of_bias,open_access_url,notes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
